epoch,train_loss,valid_loss,dice,time
0,1.0265740156173706,0.7841174006462097,0.4071233195600303,00:38
1,1.0214546918869019,0.7463047504425049,0.46033869796246035,00:39
2,0.9550479650497437,0.6996171474456787,0.47107270801347284,00:39
3,0.8829768896102905,0.6475266814231873,0.5620141170347721,00:39
4,0.7395676374435425,0.5538879632949829,0.5456252225423235,00:39
5,0.5860052704811096,0.4254169762134552,0.5545285935085008,00:39
6,0.47398531436920166,0.39888760447502136,0.618650561139406,00:39
7,0.4484129846096039,0.3207138180732727,0.6082062031753426,00:39
8,0.4245137870311737,0.3178243041038513,0.5992670106572793,00:39
9,0.418572336435318,0.3059263527393341,0.6118063966267439,00:39
10,0.38818058371543884,0.2872849404811859,0.6122191099972621,00:39
11,0.38544678688049316,0.29128584265708923,0.6243796255986068,00:39
12,0.4033086895942688,0.30526846647262573,0.6019847769534638,00:39
13,0.37580379843711853,0.28066956996917725,0.6389058991630945,00:39
14,0.37299057841300964,0.2824821174144745,0.6155894503945333,00:39
15,0.3866080343723297,0.2712598443031311,0.6353846153846154,00:39
16,0.36516788601875305,0.29632827639579773,0.5997393589998454,00:39
17,0.35880619287490845,0.27217283844947815,0.626780002628927,00:39
18,0.3724827468395233,0.27971401810646057,0.61471119133574,00:39
19,0.347346693277359,0.2972811758518219,0.611453242455456,00:39
20,0.3508411943912506,0.2913484573364258,0.6297539916398273,00:39
21,0.34053707122802734,0.29110464453697205,0.6207349656169243,00:39
22,0.3398875892162323,0.3043030798435211,0.6131192048408991,00:39
23,0.3481110632419586,0.3085002899169922,0.6141341782614685,00:39
24,0.34295451641082764,0.2889714241027832,0.6129759793295233,00:39
25,0.3512429893016815,0.29179322719573975,0.6200511578423161,00:39
