epoch,train_loss,valid_loss,dice,time
0,1.049249291419983,0.7899238467216492,0.3699113695812276,00:38
1,1.0369305610656738,0.7552499175071716,0.3915278864423829,00:38
2,0.977859377861023,0.7177075147628784,0.49169655504988097,00:38
3,0.8640507459640503,0.6644639372825623,0.3878477476428821,00:39
4,0.695319414138794,0.5847404599189758,0.6460382758003935,00:38
5,0.5807065963745117,0.5017877817153931,0.6128412537917088,00:39
6,0.49554166197776794,0.3867979347705841,0.6756419586235576,00:40
7,0.44376513361930847,0.3369769752025604,0.6729243374993518,00:39
8,0.41029348969459534,0.3661651909351349,0.6495037593984962,00:39
9,0.414670467376709,0.3292105495929718,0.644240892819541,00:39
10,0.41356536746025085,0.4114551842212677,0.6094479367647974,00:39
11,0.3946864902973175,0.3084251880645752,0.638352053112637,00:38
12,0.39049258828163147,0.2727607488632202,0.6865588709229316,00:39
13,0.3806546926498413,0.31449681520462036,0.6566166190505136,00:40
14,0.36900824308395386,0.368918240070343,0.6188559580436639,00:40
15,0.36933767795562744,0.3210204243659973,0.6590546056912974,00:40
16,0.37630495429039,0.2959831655025482,0.6701333185816231,00:40
17,0.35574468970298767,0.3361634612083435,0.6301975051975052,00:40
18,0.36244457960128784,0.3067077100276947,0.6621979185041453,00:40
19,0.35506483912467957,0.2751343250274658,0.6865221278497988,00:40
20,0.3326606750488281,0.29367730021476746,0.6718014074361389,00:40
21,0.3532203733921051,0.29880642890930176,0.6728645481180978,00:40
22,0.3377481698989868,0.3213036060333252,0.6518956773726153,00:39
23,0.3150812089443207,0.30945104360580444,0.6580222976248182,00:40
24,0.33081066608428955,0.30139467120170593,0.6715260904778434,00:41
