epoch,train_loss,valid_loss,dice,time
0,0.9724015593528748,0.6389427781105042,0.15507773734700628,00:38
1,0.9260581135749817,0.6129839420318604,0.21773643188103875,00:38
2,0.8348259329795837,0.5915923714637756,0.1964000426030461,00:38
3,0.7134343981742859,0.5698805451393127,0.20336043360433603,00:38
4,0.5637146830558777,0.5385833382606506,0.2126827360289444,00:38
5,0.47553449869155884,0.542250394821167,0.15397249024840895,00:38
6,0.427324116230011,0.466196745634079,0.28413793103448276,00:38
7,0.40394461154937744,0.4501837193965912,0.2684788138672869,00:38
8,0.42072001099586487,0.43592625856399536,0.2896427653559496,00:38
9,0.3970385789871216,0.48566898703575134,0.16436035018356396,00:38
10,0.39613285660743713,0.4535689353942871,0.24091833769253124,00:38
11,0.36885061860084534,0.499320924282074,0.21078193297717338,00:38
12,0.3721870183944702,0.45113012194633484,0.1816285480146018,00:38
13,0.3634950816631317,0.4141366183757782,0.23030473248139308,00:38
14,0.3741057515144348,0.45704543590545654,0.19395005752182445,00:38
15,0.36435869336128235,0.4045517146587372,0.2496737712048717,00:38
16,0.3433077037334442,0.4599956274032593,0.20423048869438365,00:38
17,0.3502318859100342,0.39276328682899475,0.24180386542591267,00:38
18,0.3241928815841675,0.416281521320343,0.2396591789310612,00:38
19,0.32414403557777405,0.39454734325408936,0.2799080855952894,00:38
20,0.319027841091156,0.39681124687194824,0.2665004501696793,00:38
21,0.32304543256759644,0.40342387557029724,0.2450241852351122,00:38
22,0.33043792843818665,0.3950103223323822,0.26487960018173556,00:38
23,0.3259160816669464,0.41142353415489197,0.22788753176489876,00:38
24,0.3338741362094879,0.3933989405632019,0.25463861501436225,00:38
25,0.3167956471443176,0.3900076150894165,0.2606245597558112,00:38
