epoch,train_loss,valid_loss,dice,time
0,0.9870708584785461,0.6572710275650024,0.22795141389408996,00:38
1,0.8946021795272827,0.6273002624511719,0.2579541874803114,00:38
2,0.8342945575714111,0.6008804440498352,0.29271916790490343,00:38
3,0.7442864775657654,0.5645264983177185,0.32483000958335234,00:38
4,0.5374420881271362,0.5277096033096313,0.27811158798283264,00:38
5,0.472960501909256,0.5034700036048889,0.29458973294589735,00:38
6,0.39640679955482483,0.4732649624347687,0.2772163837240636,00:38
7,0.3668645918369293,0.4549473524093628,0.3288213061439747,00:38
8,0.34786516427993774,0.42621535062789917,0.29542024916652043,00:38
9,0.31101366877555847,0.40107983350753784,0.43376120125938483,00:38
10,0.3241717219352722,0.3995228707790375,0.3495120021102611,00:38
11,0.31306692957878113,0.42797017097473145,0.28838869781009185,00:38
12,0.31986838579177856,0.40517204999923706,0.33091688789054524,00:38
13,0.3068608343601227,0.3938770294189453,0.31874527340282116,00:38
14,0.31889426708221436,0.39703547954559326,0.336194212849436,00:38
15,0.2950190603733063,0.41307753324508667,0.2738039727688147,00:38
16,0.2959466278553009,0.38234570622444153,0.3394837618739742,00:38
17,0.27463722229003906,0.38008517026901245,0.3824968051822148,00:38
18,0.27158620953559875,0.397011935710907,0.38534065753873903,00:38
19,0.2759416699409485,0.38923370838165283,0.3751565471496823,00:38
20,0.2798539102077484,0.3849515914916992,0.3720644521098143,00:38
21,0.25978246331214905,0.38200509548187256,0.3617939393939394,00:38
22,0.26828810572624207,0.3802475333213806,0.3721308339709258,00:38
23,0.2582872807979584,0.38061022758483887,0.3814124683689901,00:38
24,0.2559703588485718,0.38077229261398315,0.38903953189667473,00:38
25,0.24383167922496796,0.3812269866466522,0.3799712743301471,00:38
