epoch,train_loss,valid_loss,dice,time
0,1.0139260292053223,0.7628203630447388,0.4905727771399413,00:40
1,0.9682806134223938,0.7248252034187317,0.5179382266353975,00:40
2,0.8900482058525085,0.6855454444885254,0.5789829363068086,00:39
3,0.7689328193664551,0.6189438700675964,0.5174062739097169,00:39
4,0.5950464606285095,0.5108579397201538,0.6302263137706176,00:39
5,0.47178196907043457,0.4076713025569916,0.6095648530556055,00:39
6,0.457448273897171,0.3372810482978821,0.6322933419105822,00:40
7,0.39333784580230713,0.3188410699367523,0.6682160060846785,00:40
8,0.394680917263031,0.28344568610191345,0.6854662014119939,00:39
9,0.37588831782341003,0.26261767745018005,0.6943384709293453,00:39
10,0.39116370677948,0.2593890428543091,0.688511646269246,00:39
11,0.38213619589805603,0.26273179054260254,0.6643312314416308,00:39
12,0.35998013615608215,0.23656563460826874,0.7056069557462936,00:39
13,0.35651344060897827,0.25566768646240234,0.6909146133110596,00:39
14,0.36204349994659424,0.23855598270893097,0.7009759730333556,00:39
15,0.3405521512031555,0.23986966907978058,0.7024677382839031,00:39
16,0.3385182023048401,0.2815439999103546,0.6436405618626131,00:38
17,0.3379991054534912,0.22468891739845276,0.7107759113244201,00:38
18,0.3281897306442261,0.22523649036884308,0.7176730190571715,00:39
19,0.33737465739250183,0.24379925429821014,0.7051391497353594,00:38
20,0.31308263540267944,0.24094121158123016,0.708880060992737,00:39
21,0.3295120596885681,0.25643888115882874,0.6907067164748036,00:39
22,0.33202871680259705,0.2581404447555542,0.6897624649009638,00:39
23,0.31727248430252075,0.257018506526947,0.6910290980802511,00:39
24,0.3165675103664398,0.25895270705223083,0.6888598069687552,00:39
