epoch,train_loss,valid_loss,dice,time
0,1.2310361862182617,0.9211083054542542,0.2310835750065911,00:38
1,1.1822566986083984,0.8782100677490234,0.2583329721295132,00:38
2,1.1012444496154785,0.8253345489501953,0.2462634989200864,00:39
3,1.024057149887085,0.7733141779899597,0.2239918073310262,00:39
4,0.9154917597770691,0.6935520768165588,0.3042086001829826,00:39
5,0.7933872938156128,0.638455331325531,0.29543083663676195,00:39
6,0.5882561802864075,0.50764000415802,0.34597128625842366,00:39
7,0.5036721229553223,0.47878697514533997,0.33719949388443693,00:39
8,0.45622357726097107,0.41390272974967957,0.3501708150317228,00:39
9,0.4259544312953949,0.4009929597377777,0.34137849640033047,00:39
10,0.4346606135368347,0.3815336227416992,0.3374322440761964,00:39
11,0.4051830768585205,0.3724938929080963,0.3528114663726571,00:38
12,0.40178802609443665,0.3869307041168213,0.31003675072867826,00:39
13,0.4008878767490387,0.4071619510650635,0.32288557213930347,00:39
14,0.39236506819725037,0.38868269324302673,0.3333219958504813,00:40
15,0.3748067617416382,0.3836204409599304,0.31354192921182444,00:40
16,0.36772239208221436,0.4021831750869751,0.30546692193150393,00:40
17,0.363955020904541,0.36584365367889404,0.3422484890981335,00:40
18,0.3734493553638458,0.36135485768318176,0.3533613826921331,00:39
19,0.3497994542121887,0.3805727958679199,0.32988379896160774,00:39
20,0.3527590036392212,0.3773222863674164,0.3388842906803509,00:39
21,0.36183977127075195,0.36097726225852966,0.34328160233452715,00:38
22,0.3543708324432373,0.3677583336830139,0.34390515756408957,00:38
23,0.35207587480545044,0.3667338192462921,0.3432514603901206,00:39
24,0.33215034008026123,0.3558921813964844,0.3547946097259293,00:38
25,0.34437647461891174,0.3641569912433624,0.34582739186528144,00:38
