epoch,train_loss,valid_loss,dice,time
0,0.8426881432533264,0.7219941020011902,0.4981023174464364,00:40
1,0.8076159954071045,0.6961938738822937,0.4779870071057464,00:41
2,0.6832666993141174,0.6523306965827942,0.4915032430005636,00:41
3,0.5580567121505737,0.5706632733345032,0.5954644215100489,00:40
4,0.43439504504203796,0.5106832981109619,0.554670528602462,00:41
5,0.3383679986000061,0.43556714057922363,0.5510278892356467,00:41
6,0.29619744420051575,0.49734702706336975,0.4335225508891747,00:40
7,0.24814574420452118,0.386018842458725,0.5577156442705367,00:41
8,0.23673030734062195,0.36232006549835205,0.5833772739256525,00:41
9,0.2232062816619873,0.3738518953323364,0.5316940857361873,00:40
10,0.22255674004554749,0.3497704267501831,0.5650463012468188,00:41
11,0.20769040286540985,0.32350701093673706,0.6184839896897962,00:41
12,0.22452892363071442,0.30588310956954956,0.6286789035561283,00:41
13,0.19629615545272827,0.3341583013534546,0.631605106204876,00:41
14,0.19723039865493774,0.29383209347724915,0.6533230562669385,00:41
15,0.19165505468845367,0.3139948546886444,0.6124464436040157,00:41
16,0.21635869145393372,0.33018624782562256,0.6070559445313031,00:41
17,0.18634000420570374,0.3142557144165039,0.6006048787323236,00:41
18,0.18469084799289703,0.30874156951904297,0.601998655810315,00:42
19,0.18259446322917938,0.293997585773468,0.629776726959317,00:42
20,0.18036861717700958,0.29746511578559875,0.632040237039988,00:41
21,0.1760520190000534,0.30081015825271606,0.6269882994461493,00:42
22,0.18208058178424835,0.300291508436203,0.6270367762418313,00:41
23,0.1865314543247223,0.2980284094810486,0.6267596462356299,00:41
24,0.18156689405441284,0.3012971878051758,0.6237694670016872,00:41
