epoch,train_loss,valid_loss,dice,time
0,0.8466491103172302,0.707094669342041,0.2896647930086571,00:38
1,0.81536465883255,0.6843714714050293,0.33559893950349484,00:38
2,0.7161422967910767,0.6609517335891724,0.35931508660584427,00:38
3,0.5636335611343384,0.6096631288528442,0.3460082215491129,00:38
4,0.490368127822876,0.5833847522735596,0.28278437614791235,00:38
5,0.4379914700984955,0.513882577419281,0.37667476570635194,00:38
6,0.3973228335380554,0.4825732409954071,0.39823937974479084,00:38
7,0.36688852310180664,0.5239249467849731,0.3016912165848336,00:38
8,0.3478758633136749,0.4479033350944519,0.3816016298385833,00:38
9,0.3440777659416199,0.434860497713089,0.38177020439196746,00:38
10,0.330122709274292,0.41412484645843506,0.37651741293532337,00:38
11,0.33314812183380127,0.4741114377975464,0.39025384850647366,00:38
12,0.33583739399909973,0.40923744440078735,0.402506668924927,00:38
13,0.3540506660938263,0.4087424576282501,0.402088772845953,00:38
14,0.3308796286582947,0.40909117460250854,0.4071784303623562,00:38
15,0.3202272951602936,0.4328621029853821,0.38817675830662846,00:38
16,0.3231651782989502,0.42653247714042664,0.4004745896776745,00:38
17,0.3100200891494751,0.3826000988483429,0.43808043520497375,00:38
18,0.3079111576080322,0.3797544538974762,0.4529193916949019,00:38
19,0.29882967472076416,0.38224831223487854,0.4093375897845172,00:38
20,0.29633015394210815,0.43837881088256836,0.3954313403132301,00:38
21,0.29739075899124146,0.38460126519203186,0.4361872591052791,00:38
22,0.29811301827430725,0.42207926511764526,0.41465402599631074,00:38
23,0.28333380818367004,0.3779231011867523,0.42017774851876233,00:38
24,0.29996275901794434,0.3868703842163086,0.42320240667768316,00:38
25,0.2922002971172333,0.3943624496459961,0.4187954996690933,00:38
