epoch,train_loss,valid_loss,dice,time
0,0.4408794045448303,0.3536190688610077,0.8732669395240953,00:35
1,0.36325135827064514,0.29693400859832764,0.9275238368932149,00:35
2,0.30164003372192383,0.302890807390213,0.8917501369710635,00:35
3,0.2959613502025604,0.2911980450153351,0.9069004062108948,00:35
4,0.31557604670524597,0.31086212396621704,0.909744140172454,00:35
5,0.22185206413269043,0.2965705096721649,0.9010457576421294,00:35
6,0.2851053476333618,0.35470443964004517,0.7978533181852462,00:35
7,0.2625325322151184,0.39586693048477173,0.8089522834950205,00:35
8,0.28948140144348145,0.230218768119812,0.9252904267063679,00:35
9,0.23488736152648926,0.2104434370994568,0.9335491169160033,00:35
10,0.17709292471408844,0.21522419154644012,0.9317149790245737,00:35
11,0.18586215376853943,0.23151542246341705,0.9318802996881893,00:35
12,0.1990797221660614,0.187718003988266,0.9445997155650808,00:35
13,0.15846467018127441,0.22164905071258545,0.9412574779220955,00:35
14,0.14527040719985962,0.2502783536911011,0.9043456123085751,00:35
15,0.1511814445257187,0.20372214913368225,0.937007523139924,00:35
16,0.13848884403705597,0.19555673003196716,0.9407952531679834,00:35
17,0.1267557442188263,0.17168930172920227,0.9466268936059277,00:35
18,0.13190434873104095,0.1705821454524994,0.9405037635468539,00:35
19,0.14229969680309296,0.18399348855018616,0.9389011065301988,00:35
20,0.10892501473426819,0.16366547346115112,0.9423089815730488,00:36
21,0.11770119518041611,0.17580442130565643,0.9409645962644794,00:35
22,0.12263443320989609,0.16749225556850433,0.9444593045195674,00:35
23,0.09608431905508041,0.15809912979602814,0.9475736310424835,00:35
24,0.0817725732922554,0.15698811411857605,0.9464915275832539,00:35
25,0.10583744198083878,0.15545734763145447,0.9474553196977346,00:35
